02/07/2013,Time: 1200 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT FEW PLACES WITH VERY HEAVY FALLS AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING NEXT 24 HOUR.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH KONKAN(EXCLUDING GR. MUMBAI)  DURING NEXT 24 HOUR. 
02/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT FEW PLACES WITH VERY HEAVY FALLS AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING NEXT 12 HOUR.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH KONKAN(EXCLUDING GR. MUMBAI) AND MARATHWADA DURING THE SAME PERIOD. 
03/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT FEW PLACES WITH VERY HEAVY RAINFALL AT ISOLATED PLACES OVER KONKAN-GOA(EXCLUDING GR. MUMBAI) DURING NEXT 48 HOUR.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING THE SAME PERIOD. 
03/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT FEW PLACES WITH VERY HEAVY RAINFALL AT ISOLATED PLACES OVER KONKAN-GOA(EXCLUDING GR. MUMBAI) DURING NEXT 36 HOUR.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 12 HOUR. 
04/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA (EXCLUDING GR. MUMBAI) DURING NEXT 48 HOUR.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING NEXT 24 HOURS.
05/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING THE 48 HRS FROM THE MORNING OF 6TH OF JULY2013.
05/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING THE 36 HRS FROM MORNING OF 6TH OF JULY2013.
06/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 24 HRS HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 48 HOURS FROM THE MORNING OF 7 JULY 2013
06/07/2013,Time: 2100 HRS IST ,"  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTRICTS OF THANE , RAIGAD ,RATNAGIRI AND SINDHUDURG DURING NEXT 12 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTRICTS OF KONKAN DURING NEXT 48 HRS FROM THE MORNING OF 7TH JULY 2013."
07/07/2013,Time: 1300 HRS IST ,"  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTRICTS OF THANE, RAIGAD ,RATNAGIRI AND SINDHDURG DURING NEXT 72 HRS ."
07/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTRICTS OF RATNAGIRI AND SINDHDURG DURING NEXT 60 HRS .
08/07/2013,Time: 1300 HRS IST ,"  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF GREATER MUMBAI, THANE AND RAIGAD DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES AND VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES IN THE STATE OF GOA AND IN THE DISTRICTS OF RATNAGIRI AND SINDHDURG DURING NEXT 24 HRS ."
08/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER NORTH KONKAN DURING NEXT 36 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING NEXT 12 HRS.
09/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER THE DISTRICTS OF THANE AND RAIGAD DURING NEXT 72 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN -GOA DURING NEXT 48HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA FOR 24 HRS FROM MORNING OF 11-7-2013
09/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN -GOA  DURING NEXT 36 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA FOR 24 HRS FROM MORNING OF 11-7-2013
10/07/2013,Time: 1300 HRS IST ,  HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURNING NEXT 72 HOURS.
10/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURNING NEXT 60 HOURS.
10/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 60 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 36 HOURS FROM THE MORNING OF 12TH JULY 2013.
12/07/2013,Time: 1300 HRS IST ,  HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING NEXT 48 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 48 HOURS .HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA FROM THE MORNING OF 14TH JULY 2013.
13/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA(EXCLUDING MUMBAI) DURING NEXT 24 HOURS.
13/07/2013,Time: 2100 HRS IST ,  HEAVYRAINFALL WOULD OCCUR AT ISOLATED PLACES OVERVIDARBHA DURING NEXT 12 HOURS.HEAVYRAINFALL MAY OCCUR AT ISOLATED PLACES OVER KONKAN-GOA(EXCLUDING MUMBAI) DURING NEXT 12 HOURS.
14/7/2013, Time: 13:00 HRS IST, NIL Warning  
15/07/2013,Time: 1300 HRS IST ,  NIL
15/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 36 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING THE 24 HOURS FROM THE MORNING OF 16TH JULY 2013.
16/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA(EXCLUDING GR.MUMBAI) DURING THE 48 HOURS FROM THE MORNING OF 17TH JULY 2013. HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS.
17/07/2013,Time: 1300 HRS IST, HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER GR. MUMBAI, MARATHWADA, NORTH MADHYA MAHARASHTRA, THE DISTRICTS OF THANE, RAIGAD, RATNAGIRI, SINDHUDURG AND STATE OF GOA DURING NEXT 24 HOURS
18/07/2013,Time: 1300 HRS IST ,"  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERTHE DISTRICTS OF THANE, RAIGAD,(EXCLUDING GREATER MUMBAI), RATNAGIRI, SINDHUDURG AND STATE OF GOA DURING THE NEXT 72 HOURS."
19/07/2013,Time: 1300 HRS IST ,"  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERTHE DISTRICTS OF THANE, RAIGAD, RATNAGIRI, SINDHUDURG AND STATE OF GOA DURING THE 72 HEAVY RAINFALL HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 24 HR"
19/07/2013,Time: 2100 HRS IST ,"  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERTHE DISTRICTS OF THANE, RAIGAD, RATNAGIRI, SINDHUDURG AND STATE OF GOA DURING THE NEXT 60 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING THE NEXT 36 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING THE NEXT 12 HOURS."
20/07/2013,Time: 1300 HRS IST ,  HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES OVERKONKAN-GOA DURING NEXT 48 HOURS AND HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS FROM MORNING OF 22ND JULY.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA  DURING NEXT 48 HOURS.
20/07/2013,Time: 2100 HRS IST ,  HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES OVERKONKAN-GOA DURING NEXT 36 HOURS . HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS FROM MORNING OF 22ND JULY..HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA  DURING NEXT 12 HOURS.
21/07/2013,Time: 1300 HRS IST ,  HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERKONKAN-GOA DURING NEXT 72 HOURS . HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND VIDARBHA  DURING NEXT 48 HOURS.
21/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERKONKAN-GOA DURING NEXT 60 HOURS . HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND VIDARBHA  DURING NEXT 36 HOURS.
22/07/2013,Time: 1200 HRS IST ,"  HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERKONKAN-GOA( EXCLUDING MUMBAI), MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 24 HOURS . HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA (EXCLUDING MUMBAI), MADHYA MAHARASHTRA AND MARATHWADA DURING 24 HOURS FROM MORNING OF 23rd JULY 2013.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA (EXCLUDING MUMBAI), MADHYA MAHARASHTRA DURING 24 HOURS FROM MORNING OF 24th JULY 2013. "
23/07/2013,Time: 1300 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERKONKAN-GOA DURING NEXT 24 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 48 HOURS FROM MORNING OF 24TH JULY 2013.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 24 HOURS. 
23/07/2013,Time: 2100 HRS IST ,  HEAVY RAINFALL WOULD OCCUR AT A FEW PLACES WITH VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERKONKAN-GOA DURING NEXT 60 HOURS.HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVER MADHYA MAHARASHTRA AND MARATHWADA DURING NEXT 12 HOURS.HEAVY TO VERY HEAVY RAINFALL WOULD OCCUR AT ISOLATED PLACES OVERVIDARBHA DURING NEXT 36 HOURS.
