27/09/2016,Time: 1300 HRS,.FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS.HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING24 HOURS COMMENCING FROM THE MORNING OF 01.10..2016. 
28/09/2016,Time: 1300 HRS,.KONKAN-GOA :HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER KONKAN-GOA DURING 24 HOURS COMMENCING FROM 02 OCTOBER 2016 .MARATHWADA :HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 24 HOURS COMMENCING FROM 02 OCTOBER 2016 .FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 48 HOURS COMMENCING FROM THE MORNING OF 30.09.2016.HEAVY TO VERY HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING24 HOURS COMMENCING FROM THE MORNING OF 02.10..2016. 
29/09/2016,Time: 1300 HRS,.HEAVY RAINFALL WARNINGS: KONKAN GOA :NILMADHYA MAHARASHTRA HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER NORTH MADHYA MAHARASHTRA DURING 24 HOURS COMMENCING FROM 03 OCTOBER 2016MARATHWADA :HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES OVER MARATHWADA DURING 48 HOURS COMMENCING FROM 02 OCTOBER 2016 .FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING 24 HOURSCOMMENCING FROM THE MORNING OF 01.10.2016.
30/09/2016,Time: 1300 HRS,"RICTS OF NORTH KONKAN DURING THE 48 HOURS FROM THE MORNING OF 02 OCT 2016. NORTHMADHYA MAHARASHTRA HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF NORTH MADHYA MAHARASHTRA DURING THE 48 HOURS FROM THE MORNING OF 02 OCT 2016.MARATHWADA :HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF ,MARATHWADA DURING THE 48 HOURS FROM THE MORNING OF 01 OCT 2016.FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING THE NEXT 72 HOURS."
01/10/2016,Time: 1300 HRS,RICTS OF NORTH KONKAN DURING THE 48 HOURS FROM THE MORNING OF 02 OCT 2016. NORTH MADHYA MAHARASHTRA HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF NORTH MADHYA MAHARASHTRA DURING THE 24 HOURS FROM THE MORNING OF 02 OCT 2016.MARATHWADA :HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING THE 48 HOURS FROM THE MORNING OF 01 OCT 2016. FOR VIDARBHA:HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING THE NEXT 48 HOURS.
02/10/2016,Time: 1300 HRS,RICTS OF KONKAN- GOA DURING NEXT 48 HOURS.HEAVY TO VERY HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF KONKAN- GOA DURING THE 24 HOURS FROM THE MORNING OF 04 OCT 2016. HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF KONKAN- GOA DURING THE 24 HOURS FROM THE MORNING OF 05 OCT 2016.MADHYA MAHARASHTRA HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF  MADHYA MAHARASHTRA DURING NEXT 48 HOURS.MARATHWADA :HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF MARATHWADA DURING NEXT 24 HOURS. FOR VIDARBHA: NIL.
03/10/2016,Time: 1300 HRS,RICTS OF NORTH KONKAN DURING NEXT 72 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF NORTH KONKAN DURING 24 HOURS COMMENCING FROM THE MORNING OF 6TH OCT 2016.MADHYA MAHARASHTRA HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN DISTRICTS OF MADHYA MAHARASHTRA DURING NEXT 24 HOURS.MARATHWADA : NIL. VIDARBHA: NIL.
04/10/2016,Time: 1300 HRS,RICTS OF NORTH KONKAN DURING NEXT 24 HOURS.HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF SOUTH KONKAN- GOA DURING NEXT 24 HOURS .HEAVY RAINFALL LIKELY TO OCCUR AT ISOLATED PLACES IN THE DISTRICTS OF NORTH KONKAN DURING 24 HOURS COMMENCING FROM THE MORNING OF 5TH OCT 2016.MADHYA MAHARASHTRA NILMARATHWADA :NIL. VIDARBHA: NIL.
5/10/2016, Time: 13:00 HRS IST, NIL Warning  
6/10/2016, Time: 13:00 HRS IST, NIL Warning  
7/10/2016, Time: 13:00 HRS IST, NIL Warning  
08/10/2016,Time: 1300 HRS,.HEAVY RAINFALL VERY LIKELY TO OCCUR AT ISOLATED PLACES OVER VIDARBHA DURING NEXT 24 HOURS.
9/10/2016, Time: 13:00 HRS IST, NIL Warning  
10/10/2016,Time: 1300 HRS,.HEAVY RAINFALL IS LIKELY TO OCCUR AT ISOLATED PLACES OVER SOUTH KONKAN-GOA DURING NEXT 24 HOURS.
11/10/2016, Time: 13:00 HRS IST, NIL Warning  
12/10/2016, Time: 13:00 HRS IST, NIL Warning  
13/10/2016, Time: 13:00 HRS IST, NIL Warning  
14/10/2016, Time: 13:00 HRS IST, NIL Warning  
16/10/2016, Time: 13:00 HRS IST, NIL Warning  
17/10/2016, Time: 13:00 HRS IST, NIL Warning  
18/10/2016, Time: 13:00 HRS IST, NIL Warning  
19/10/2016, Time: 13:00 HRS IST, NIL Warning  
19/10/2016, Time: 13:00 HRS IST, NIL Warning  
20/10/2016, Time: 13:00 HRS IST, NIL Warning  
21/10/2016, Time: 13:00 HRS IST, NIL Warning  
22/10/2016, Time: 13:00 HRS IST, NIL Warning  
23/10/2016, Time: 13:00 HRS IST, NIL Warning  
24/10/2016, Time: 13:00 HRS IST, NIL Warning  
25/10/2016, Time: 13:00 HRS IST, NIL Warning  
26/10/2016, Time: 13:00 HRS IST, NIL Warning  
27/10/2016,Time: 1300 HRS,.NIL.
28/10/2016, Time: 13:00 HRS IST, NIL Warning  
29/10/2016, Time: 13:00 HRS IST, NIL Warning  
30/10/2016, Time: 13:00 HRS IST, NIL Warning  
31/10/2016, Time: 13:00 HRS IST, NIL Warning  
1/11/2016, Time: 13:00 HRS IST, NIL Warning  
3/11/2016, Time: 13:00 HRS IST, NIL Warning  
4/11/2016, Time: 13:00 HRS IST, NIL Warning  
5/11/2016, Time: 13:00 HRS IST, NIL Warning  
6/11/2016, Time: 13:00 HRS IST, NIL Warning  
7/11/2016, Time: 13:00 HRS IST, NIL Warning  
8/11/2016, Time: 13:00 HRS IST, NIL Warning  
9/11/2016, Time: 13:00 HRS IST, NIL Warning  
10/11/2016, Time: 13:00 HRS IST, NIL Warning  
11/11/2016, Time: 13:00 HRS IST, NIL Warning  
12/11/2016, Time: 13:00 HRS IST, NIL Warning  
13/11/2016, Time: 13:00 HRS IST, NIL Warning  
14/11/2016, Time: 13:00 HRS IST, NIL Warning  
15/11/2016, Time: 13:00 HRS IST, NIL Warning  
16/11/2016, Time: 13:00 HRS IST, NIL Warning  
17/11/2016, Time: 13:00 HRS IST, NIL Warning  
18/11/2016, Time: 13:00 HRS IST, NIL Warning  
19/11/2016,Time: 1300 HRS,.NIL.
20/11/2016, Time: 13:00 HRS IST, NIL Warning  
21/11/2016, Time: 13:00 HRS IST, NIL Warning  
25/11/2016, Time: 13:00 HRS IST, NIL Warning  
26/11/2016, Time: 13:00 HRS IST, NIL Warning  
27/11/2016, Time: 13:00 HRS IST, NIL Warning  
28/11/2016, Time: 13:00 HRS IST, NIL Warning  
29/11/2016, Time: 13:00 HRS IST, NIL Warning  
30/11/2016, Time: 13:00 HRS IST, NIL Warning  
1/12/2016, Time: 13:00 HRS IST, NIL Warning  
2/12/2016, Time: 13:00 HRS IST, NIL Warning  
3/12/2016, Time: 13:00 HRS IST, NIL Warning  
5/12/2016, Time: 13:00 HRS IST, NIL Warning  
6/12/2016, Time: 13:00 HRS IST, NIL Warning  
7/12/2016, Time: 13:00 HRS IST, NIL Warning  
8/12/2016, Time: 13:00 HRS IST, NIL Warning  
10/12/2016, Time: 13:00 HRS IST, NIL Warning  
12/12/2016, Time: 13:00 HRS IST, NIL Warning  
13/12/2016, Time: 13:00 HRS IST, NIL Warning  
15/12/2016, Time: 13:00 HRS IST, NIL Warning  
18/12/2016, Time: 13:00 HRS IST, NIL Warning  
18/12/2016, Time: 13:00 HRS IST, NIL Warning  
19/12/2016, Time: 13:00 HRS IST, NIL Warning  
20/12/2016, Time: 13:00 HRS IST, NIL Warning  
21/12/2016, Time: 13:00 HRS IST, NIL Warning  
22/12/2016, Time: 13:00 HRS IST, NIL Warning  
23/12/2016, Time: 13:00 HRS IST, NIL Warning  
27/12/2016, Time: 13:00 HRS IST, NIL Warning  
28/12/2016, Time: 13:00 HRS IST, NIL Warning  
29/12/2016, Time: 13:00 HRS IST, NIL Warning  
30/12/2016, Time: 13:00 HRS IST, NIL Warning  
31/12/2016, Time: 13:00 HRS IST, NIL Warning  
